华鼎锦纶,601113
连云港,601008
S*ST金荔,600762
中源协和,600645
两面针,600249
马应龙,600993
惠泉啤酒,600573
芜湖港,600575
工大首创,600857
渤海活塞,600960
桂东电力,600310
宁波热电,600982
乐山电力,600644
青松建化,600425
中煤能源,601898
广誉远,600771
鑫科材料,600255
新华锦,600735
青海华鼎,600243
新南洋,600661
航天长峰,600855
中国国贸,600007
海油工程,600583
葛洲坝,600068
恒生电子,600570
九牧王,601566
凌云B股,900957
菲达环保,600526
万华化学,600309
敦煌种业,600354
哈投股份,600864
上海石化,600688
天业股份,600807
民生银行,600016
广州发展,600098
新黄浦,600638
江南水务,601199
中恒集团,600252
黑牡丹,600510
钱江生化,600796
双良节能,600481
乐凯胶片,600135
西南药业,600666
昆明机床,600806
山东钢铁,600022
华鲁恒升,600426
中国石化,600028
国投电力,600886
大连港,601880
复星医药,600196
旗滨集团,601636
中电远达,600292
恒立油缸,601100
长江通信,600345
中航重机,600765
四川金顶,600678
天津松江,600225
市北B股,900902
风帆股份,600482
三房巷,600370
科达股份,600986
北方股份,600262
金瑞矿业,600714
中葡股份,600084
万业企业,600641
中国太保,601601
招商轮船,601872
啤酒花,600090
四创电子,600990
中国一重,601106
华菱星马,600375
中国玻纤,600176
华锐风电,601558
恒顺醋业,600305
洪城水业,600461
西藏药业,600211
民丰特纸,600235
包钢稀土,600111
天宸股份,600620
永生投资,600613
广船国际,600685
深高速,600548
巢东股份,600318
西藏珠峰,600338
*ST鞍成,600669
中国人寿,601628
海润光伏,600401
亚泰集团,600881
天科股份,600378
新华医疗,600587
招商证券,600999
百花村,600721
维维股份,600300
方正证券,601901
北方导航,600435
新华传媒,600825
中纺B股,900906
国投中鲁,600962
曙光股份,600303
赣粤高速,600269
开滦股份,600997
潞安环能,601699
浪莎股份,600137
万里股份,600847
*ST哈慈,600752
华新B股,900933
振华B股,900947
中信银行,601998
好当家,600467
人福医药,600079
中国西电,601179
金桥B股,900911
新华保险,601336
内蒙华电,600863
同仁堂,600085
楚天高速,600035
双钱股份,600623
包头铝业,600472
兴业银行,601166
一汽富维,600742
赤天化,600227
福田汽车,600166
ST宏盛,600817
沧州大化,600230
陕鼓动力,601369
迪康药业,600466
柳钢股份,601003
友谊B股,900923
氯碱化工,600618
山西汾酒,600809
安源煤业,600397
通宝能源,600780
三元股份,600429
南山铝业,600219
八一钢铁,600581
北京银行,601169
杭萧钢构,600477
上海九百,600838
福日电子,600203
杭州解百,600814
厦门空港,600897
天地科技,600582
丹科B股,900921
*ST联谊,600065
华联综超,600361
*ST联合,600358
保利地产,600048
百大集团,600865
西部矿业,601168
伊泰B股,900948
江苏舜天,600287
兰太实业,600328
宁波韵升,600366
S*ST国瓷,600286
上海物贸,600822
太极实业,600667
鼎立股份,600614
大商股份,600694
三普药业,600869
雷鸣科化,600985
悦达投资,600805
宏图高科,600122
同达创业,600647
新日恒力,600165
涪陵电力,600452
中海海盛,600896
S前锋,600733
金宇集团,600201
常林股份,600710
鄂资B股,900936
长江电力,600900
交运股份,600676
千金药业,600479
上海机电,600835
华联矿业,600882
上汽集团,600104
中海油服,601808
厦门国贸,600755
五洲交通,600368
浪潮软件,600756
亚通股份,600692
光大银行,601818
张江高科,600895
新潮实业,600777
天威保变,600550
上工申贝,600843
巨化股份,600160
银座股份,600858
贵绳股份,600992
西部资源,600139
南通科技,600862
大东方,600327
熊猫烟花,600599
中南传媒,601098
中炬高新,600872
华海药业,600521
华新水泥,600801
机电B股,900925
北大荒,600598
ST轻骑,600698
长百集团,600856
金牛化工,600722
包钢股份,600010
京运通,601908
红星发展,600367
鄂尔多斯,600295
鲁信创投,600783
航天通信,600677
重庆路桥,600106
和邦股份,603077
博通股份,600455
上海电气,601727
天药股份,600488
大智慧,601519
海立股份,600619
湘电股份,600416
松辽汽车,600715
东睦股份,600114
亿利能源,600277
阳晨B股,900935
天津海运,600751
红阳能源,600758
同方股份,600100
三安光电,600703
欧亚集团,600697
东百集团,600693
长征电气,600112
凤凰传媒,601928
浦发银行,600000
日照港,600017
科力远,600478
广东榕泰,600589
同济科技,600846
江泉实业,600212
皖通高速,600012
上实医药,600607
汇通能源,600605
万鸿集团,600681
陆家嘴,600663
莫高股份,600543
东湖高新,600133
银鸽投资,600069
黄山旅游,600054
东信B股,900941
中西药业,600842
自仪股份,600848
园城黄金,600766
三星电气,601567
*ST株冶,600961
兰生股份,600826
南京熊猫,600775
中国国航,601111
华泰证券,601688
华资实业,600191
广安爱众,600979
宁夏建材,600449
宁波联合,600051
博瑞传播,600880
东方银星,600753
平煤股份,601666
沪普天B,900930
紫金矿业,601899
正泰电器,601877
大连热电,600719
庞大集团,601258
*ST中达,600074
宝胜股份,600973
永辉超市,601933
ST国嘉,600646
龙头股份,600630
云煤能源,600792
阳光照明,600261
浙江龙盛,600352
江河创建,601886
华联商厦,600632
大元股份,600146
南京医药,600713
北京城乡,600861
大江股份,600695
金鹰股份,600232
安琪酵母,600298
四方股份,601126
中孚实业,600595
宝钢股份,600019
博元投资,600656
金杯汽车,600609
中青旅,600138
锦州港,600190
S*ST精密,600092
中路B股,900915
农业银行,601288
金晶科技,600586
华电国际,600027
宁波富邦,600768
宁波海运,600798
健康元,600380
宁沪高速,600377
博信股份,600083
苏州高新,600736
亿晶光电,600537
上电股份,600627
东方集团,600811
龙建股份,600853
恒瑞医药,600276
ST生态,600709
开开实业,600272
金枫酒业,600616
安阳钢铁,600569
广日股份,600894
PT水仙,600625
冠豪高新,600433
海航B股,900945
中国重工,601989
有研硅股,600206
太龙药业,600222
东安动力,600178
建发股份,600153
格力地产,600185
西南证券,600369
中粮屯河,600737
东风股份,601515
爱建股份,600643
中新药业,600329
外高桥,600648
兴发集团,600141
用友软件,600588
市北高新,600604
交通银行,601328
长电科技,600584
仪电电子,600602
中国平安,601318
波导股份,600130
古越龙山,600059
金发科技,600143
王府井,600859
中国船舶,600150
益民集团,600824
华纺股份,600448
申达股份,600626
京投银泰,600683
广电电气,601616
宏发股份,600885
亚星锚链,601890
赛轮股份,601058
皖新传媒,601801
杭齿前进,601177
北京城建,600266
江西长运,600561
深圳燃气,601139
陆家B股,900932
西藏天路,600326
创兴资源,600193
全柴动力,600218
新疆天业,600075
轻纺城,600790
桐昆股份,601233
浙江广厦,600052
中牧股份,600195
春兰股份,600854
*ST宝硕,600155
三峡新材,600293
山东药玻,600529
江西铜业,600362
大秦铁路,601006
汉商集团,600774
宋都股份,600077
亚宝药业,600351
白云机场,600004
酒钢宏兴,600307
国药股份,600511
中信重工,601608
罗顿发展,600209
*ST信联,600899
浙报传媒,600633
锦投B股,900914
光大证券,601788
江南高纤,600527
*ST达曼,600788
昊华能源,601101
新湖创业,600840
宜华木业,600978
羚锐制药,600285
中航投资,600705
*ST斯达,600670
华胜天成,600410
金丰投资,600606
金地集团,600383
九州通,600998
海欣B股,900917
珠江实业,600684
自仪B股,900928
三爱富,600636
阳煤化工,600691
耀皮B股,900918
香江控股,600162
上柴股份,600841
东华实业,600393
莲花味精,600186
国中水务,600187
青岛碱业,600229
江淮汽车,600418
兰花科创,600123
三一重工,600031
金山B股,900916
桂冠电力,600236
山鹰纸业,600567
石岘纸业,600462
安泰集团,600408
双钱B股,900909
大众交通,600611
南京新百,600682
豫光金铅,600531
长园集团,600525
吉林高速,601518
中茵股份,600745
杉杉股份,600884
兖州煤业,600188
天富热电,600509
实达集团,600734
上海科技,600608
百隆东方,601339
*ST天龙,600234
国电南瑞,600406
成城股份,600247
亨通光电,600487
新湖中宝,600208
法拉电子,600563
宝泰隆,601011
通策医疗,600763
盛和资源,600392
大连控股,600747
*ST花雕,600659
洛阳钼业,603993
上海机场,600009
金花股份,600080
金山开发,600679
中国铁建,601186
华远地产,600743
益佰制药,600594
山东黄金,600547
四川路桥,600039
延长化建,600248
*ST北磁,600980
浦东建设,600284
大名城,600094
中国汽研,601965
东电B股,900949
东贝B股,900956
贵航股份,600523
宁波港,601018
锦江投资,600650
建设机械,600984
精伦电子,600355
华北制药,600812
长春燃气,600333
海南椰岛,600238
大杨创世,600233
置信电气,600517
梅花集团,600873
天海B,900938
新疆众和,600888
怡球资源,601388
丹化科技,600844
通威股份,600438
