美盛文化,002699
阳光城,000671
西安旅游,000610
海特高新,002023
希努尔,002485
金浦钛业,000545
沃森生物,300142
瓦轴B,200706
金融ETF,159931
安凯客车,000868
信诚深度,165508
中房地产,000736
徐家汇,002561
交银添利,164902
青岛双星,000599
ST海洋,000658
九鼎新材,002201
劲胜股份,300083
工银100B,150113
汉钟精机,002158
东方日升,300118
集琦JQP1,038016
松芝股份,002454
晨光生物,300138
南宁糖业,000911
奥克股份,300082
*ST中冠B,200018
杭氧股份,002430
银华金利,150030
电科院,300215
博时主题,160505
新都酒店,000033
仙琚制药,002332
台基股份,300046
兴民钢圈,002355
劲嘉股份,002191
金风科技,002202
江铃汽车,000550
网宿科技,300017
*ST凤凰,000520
中泰化学,002092
赞宇科技,002637
浙商进取,150077
联信永益,002373
银基发展,000511
新宁物流,300013
丰东股份,002530
江海股份,002484
闰土股份,002440
雷柏科技,002577
利众B,150102
同大股份,300321
佛塑科技,000973
深基地B,200053
宜科科技,002036
*ST科健,000035
小天鹅B,200418
小天鹅A,000418
宋城股份,300144
宝石A,000413
掌趣科技,300315
宝石B,200413
国统股份,002205
招商局B,200024
银华信用,161813
厦门信达,000701
万家创A,150090
五粮液,000858
大禹节水,300021
云海金属,002182
海源机械,002529
大东南,002263
和晶科技,300279
齐星铁塔,002359
海亮股份,002203
华斯股份,002494
辉隆股份,002556
首钢股份,000959
聚光科技,300203
山东威达,002026
双林股份,300100
索菲亚,002572
荣科科技,300290
招商成长,161706
新希望,000876
奥飞动漫,002292
国创高新,002377
新华都,002264
双力A,150069
双力B,150070
远方光电,300306
向日葵,300111
星河生物,300143
渤海租赁,000415
金亚科技,300028
宏源证券,000562
海大集团,002311
开能环保,300272
工银100A,150112
易基综债,161119
海德股份,000567
深成长,159906
金科股份,000656
鼎汉技术,300011
蒙草抗旱,300355
北新建材,000786
Ｒ-091,131805
东山精密,002384
省广股份,002400
金杯电工,002533
紫鑫药业,002118
赛为智能,300044
鹏华动力,160610
银华金瑞,150059
宁波华翔,002048
粤宏远A,000573
佳创视讯,300264
紫光股份,000938
恒天天鹅,000687
秀强股份,300160
长城电脑,000066
乐普医疗,300003
信达利B,150082
新开源,300109
特力B,200025
特力A,000025
新野纺织,002087
银轮股份,002126
天润控股,002113
中海达,300177
世纪鼎利,300050
康达尔,000048
宝莫股份,002476
上风高科,000967
酒鬼酒,000799
力生制药,002393
巴安水务,300262
鲁泰A,000726
佰利联,002601
亚太股份,002284
华西能源,002630
南方金利,160128
琼民源,000508
易联众,300096
中航地产,000043
同洲电子,002052
数字政通,300075
兴化股份,002109
银亿股份,000981
浦银增B,150063
浦银增A,150062
宏大爆破,002683
东华测试,300354
广电运通,002152
美的电器,000527
鸿特精密,300176
瑞丰光电,300241
东华能源,002221
万泽股份,000534
皖通科技,002331
渝三峡A,000565
大亚科技,000910
华峰氨纶,002064
天业通联,002459
浩宁达,002356
普邦园林,002663
辉丰股份,002496
金利华电,300069
漳州发展,000753
天伦置业,000711
宝利沥青,300135
消费ETF,159928
英特集团,000411
中航精机,002013
南方积配,160105
润邦股份,002483
基金天华,184706
高金食品,002143
中国中期,000996
*ST西仪,002265
优选LOF,160916
金达威,002626
中欧盛世A,150071
京新药业,002020
天邦股份,002124
双环科技,000707
美亚柏科,300188
大华股份,002236
海印股份,000861
申赎现金,159900
依米康,300249
晨鸣纸业,000488
焦作万方,000612
GQY视讯,300076
华灿光电,300323
美菱电器,000521
力合股份,000532
珠海港,000507
森远股份,300210
ST宏业,000689
智飞生物,300122
方大B,200055
