"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"CHKE","Cherokee Inc.","11.9","99961999.2","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHEV","Cheviot Financial Corp","10.82","73975290.46","n/a","2004","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chev",
"CBNK","Chicopee Bancorp, Inc.","17.62","95651667.7","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cbnk",
"CMRX","Chimerix, Inc.","15.76","406299813.2","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","3.3199","4935433.0579","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","2.13","7869059.22","n/a","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","6.63","185925215.97","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBAK","China BAK Battery, Inc.","1.6465","20778166.4605","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBPO","China Biologic Products, Inc.","24.3","654956563.5","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","2.54","51894328.52","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","10.09","104633300","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cccr",
"JRJC","China Finance Online Co. Limited","1.62","35949543.12","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/jrjc",
"CHOP","China Gerui Advanced Materials Group Limited","1.6","95299038.4","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/chop",
"HGSH","China HGS Real Estate, Inc.","7.58","341479000","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","2.16","75787053.84","n/a","1984","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CNIT","China Information Technology, Inc.","3.76","101548606.08","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","0.5102","6924206.3406","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cjjd",
"HTHT","China Lodging Group, Limited","19.15","1170515465.45","n/a","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CMGE","China Mobile Games and Entertainment Group Limited","12","259880820","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CHNR","China Natural Resources, Inc.","4.35","108362484.6","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CPSL","China Precision Steel, Inc.","1.35","5239169.1","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cpsl",
"CREG","China Recycling Energy Corporation","1.82","91408317","n/a","1996","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CPGI","China Shengda Packaging Group, Inc.","1.25","48488513.75","n/a","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CSUN","China Sunergy Co., Ltd.","2.53","37568706.23","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.2","63520255.2","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","4.23","202146505.56","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CNYD","China Yida Holding, Co.","4.89","19142296.2","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"CCIH","ChinaCache International Holdings Ltd.","4.48","113636172.16","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CEDU","ChinaEdu Corporation","6.71","119501114.26","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cedu",
"CNET","ChinaNet Online Holdings, Inc.","0.61","13558189.4","n/a","1996","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"CHDX","Chindex International, Inc.","16.91","291078205.07","n/a","1994","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/chdx",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","16.41","552274398.27","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CHSCP","CHS Inc","33.0399","238953081.0942","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","81","1451915118","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","35.95","586474782.8","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CHYR","ChyronHego Corporation","1.5999","48173097.7932","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/chyr",
"CIEN","CIENA Corporation","19.92","2032892094.72","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cien",
"CIFC","CIFC Corp.","7.5","155830747.5","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cifc",
"CIMT","Cimatron, Limited","6.08","56920333.76","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CINF","Cincinnati Financial Corporation","45.68","7476367121.76","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Digital Cinema Corp","1.44","76293614.88","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","47.76","5842022686.08","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","22.5","1427731762.5","n/a","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CISAA","CIS Acquisition Ltd.","10.02","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cisaa",
"CISAU","CIS Acquisition Ltd.","10.27","53671020","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cisau",
"CISAW","CIS Acquisition Ltd.","0.35","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cisaw",
"CSCO","Cisco Systems, Inc.","23.31","124576472486.34","n/a","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","16.23","250652435.79","n/a","1995","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CZNC","Citizens & Northern Corp","19.2","237206496","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","7.2699","37475542.0809","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","8.81","17344925.37","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","18.06","87954258.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","70.77","13261031712.39","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","40.85","640686702.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CWEI","Clayton Williams Energy, Inc.","49.26","599225043.36","n/a","1993","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/cwei",
"CDTI","Clean Diesel Technologies, Inc.","1.59","14770866.27","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","12.58","1123848465.08","n/a","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","4.94","17307299.88","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLFD","Clearfield, Inc.","12.6","162515140.2","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","8.2","74456492","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","8.19","72016840.35","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","1.72","77436101.08","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CKSW","ClickSoftware Technologies Ltd.","6.88","218620655.04","n/a","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cksw",
"CSBK","Clifton Savings Bancorp, Inc.","12.05","316216823","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","64.5","1946054784","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CME","CME Group Inc.","71.11","23771848576.84","n/a","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CMSB","CMS Bancorp, Inc.","8.94","16653458.82","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cmsb",
"CCNE","CNB Financial Corporation","16.73","209329842.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CISG","CNinsure Inc.","4.91","245220503.16","n/a","2007","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/cisg",
"COA           ","Coastal Contacts Inc                    ","5.1","165919641.3","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coa           ",
"COBZ","CoBiz Financial Inc.","8.96","360967738.88","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COBR","Cobra Electronics Corporation","2.87","18972364.6","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cobr",
"COKE","Coca-Cola Bottling Co. Consolidated","62.84","581295701.56","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CDXS","Codexis, Inc.","1.72","65512455.64","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CVLY","Codorus Valley Bancorp, Inc","17.62","79644567.26","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","6.14","39125977.26","n/a","2005","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Group, Inc.","31.03","1467517832.51","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","56.98","2478447720.98","n/a","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","73.3","22090324610.5","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"COGO","Cogo Group, Inc.","2.18","64350020.44","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cogo",
"COHR","Coherent, Inc.","56.13","1372388435.01","n/a","1970","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"COHU","Cohu, Inc.","9.93","247331921.85","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CWTR","Coldwater Creek, Inc.","2.4199","73921832.3326","n/a","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cwtr",
"CCIX","Coleman Cable, Inc.","19.04","351832791.52","n/a","1993","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/ccix",
"JACQ","COLLABRIUM JAPAN ACQUISITION CORPORATION","10.19","57064000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacq",
"JACQU","COLLABRIUM JAPAN ACQUISITION CORPORATION","10.29","57624000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacqu",
"JACQW","COLLABRIUM JAPAN ACQUISITION CORPORATION","0.25","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacqw",
"CLRX","CollabRx, Inc.","3.75","7323600","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clrx",
"CLCT","Collectors Universe, Inc.","15.63","132857250.72","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COBK","Colonial Financial Services, Inc.","13.94","53711628.52","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cobk",
"CBAN","Colony Bankcorp, Inc.","6.4975","54834078.855","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","23.2","1189229935.2","n/a","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"CBRX","Columbia Laboratories, Inc.","8.01","87759706.68","n/a","1988","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbrx",
"COLM","Columbia Sportswear Company","56.59","1947344068.68","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","21.4","420610515.8","n/a","1984","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CBMX","CombiMatrix Corporation","2.88","13644884.16","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmx",
"CBMXW","CombiMatrix Corporation","0.3999","0","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmxw",
"CMCSA","Comcast Corporation","42.09","110482526886.96","n/a","1972","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CMCSK","Comcast Corporation","40.74","19631064276.18","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsk",
"CBSH","Commerce Bancshares, Inc.","43.19","3917225197.76","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CVGI","Commercial Vehicle Group, Inc.","7.01","200047776.86","n/a","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"CTCH","Commtouch Software Ltd.","2.66","70102911.48","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctch",
"JCS","Communications Systems, Inc.","12.08","103262280.16","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"CBIN","Community Bank Shares of Indiana, Inc.","18.05","61170312.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbin",
"ESXB","Community Bankers Trust Corporation.","3.65","79179665.35","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CTBI","Community Trust Bancorp, Inc.","37.72","592113321.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","5.501","43264732.385","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"COB","CommunityOne Bancorp","8.49","184546051.77","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cob",
"CVLT","CommVault Systems, Inc.","83.83","3917548338.31","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"GSJK","Compressco Partners, L.P.","18.93","294423268.59","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/gsjk",
"CGEN","Compugen Ltd.","9.71","372489679.5","n/a","1981","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","54.96","608960207.52","n/a","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","17.88","336604427.88","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CPWR","Compuware Corporation","10.67","2290300978.13","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpwr",
"SCOR","comScore, Inc.","28.49","1015933257.57","n/a","1980","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/scor",
"CHCI","Comstock Holding Companies, Inc.","2.07","42917912.37","n/a","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","23.97","393227682.21","n/a","1972","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CNSI","Comverse Inc.","30.25","671777661.5","n/a","1991","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cnsi",
"CNAT","Conatus Pharmaceuticals Inc.","9.09","141581158.65","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNQR","Concur Technologies, Inc.","97.72","5475068765.88","n/a","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnqr",
"CCUR","Concurrent Computer Corporation","7.66","70671573.64","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CNMD","CONMED Corporation","31.09","854673053.92","n/a","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","30.46","335166975.52","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","33.02","165798108.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","66.61","2380166803.75","n/a","2003","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","16.68","669060120.24","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","12.77","186984367.44","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CTCT","Constant Contact, Inc.","19.13","586921140.58","n/a","2007","Technology","Advertising","http://www.nasdaq.com/symbol/ctct",
"CPSS","Consumer Portfolio Services, Inc.","5.84","126171675.76","n/a","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"CTRL","Control4 Corporation","20.28","448071734.76","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"CPRT","Copart, Inc.","31.77","3985343966.25","n/a","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"CORT","Corcept Therapeutics Incorporated","1.66","165691655","n/a","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"BVA","Cordia Bancorp Inc.","4.5499","12629621.5198","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bva",
"CORE","Core-Mark Holding Company, Inc.","63.1","727120924.1","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"COCO","Corinthian Colleges, Inc.","2.21","190460330.45","n/a","1999","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/coco",
"CSOD","Cornerstone OnDemand, Inc.","51.51","2648149704","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRTX","Cornerstone Therapeutics Inc.","9.25","248277714.5","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crtx",
"CNDO","Coronado Biosciences, Inc.","8.15","271592776.05","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cndo",
"CRVL","CorVel Corp.","32.94","697630791.96","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"COSI","Cosi, Inc.","2.17","39272892.19","n/a","1993","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cosi",
"CSGP","CoStar Group, Inc.","148.51","4251068156.94","n/a","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
